county_fips_code,never,rarely,sometimes,frequently,always
05017,0.104,0.074,0.193,0.097,0.531
17151,0.104,0.054,0.213,0.214,0.415
13303,0.104,0.07,0.053,0.157,0.617
27059,0.104,0.099,0.215,0.14,0.442
56017,0.208,0.093,0.068,0.307,0.324
29169,0.208,0.103,0.16,0.175,0.354
48221,0.009,0.122,0.135,0.124,0.61
48145,0.009,0.029,0.061,0.187,0.715
48435,0.009,0.042,0.08,0.209,0.659
20177,0.009,0.078,0.095,0.184,0.633
24015,0.009,0.018,0.054,0.182,0.738
48237,0.009,0.018,0.012,0.37,0.592
37021,0.009,0.023,0.044,0.23,0.693
48243,0.009,0.005,0.038,0.186,0.763
35041,0.009,0.154,0.089,0.146,0.602
28103,0.009,0.034,0.112,0.203,0.642
37093,0.009,0.047,0.092,0.236,0.616
48235,0.009,0.047,0.058,0.276,0.61
16069,0.009,0.03,0.117,0.326,0.517
24011,0.009,0.019,0.033,0.168,0.77
42123,0.009,0.019,0.114,0.224,0.634
48407,0.009,0.064,0.082,0.112,0.733
20139,0.018,0.09,0.088,0.24,0.564
39041,0.018,0.081,0.084,0.177,0.64
51530,0.018,0.15,0.068,0.125,0.639
28087,0.018,0.052,0.148,0.193,0.59
36083,0.018,0.018,0.073,0.14,0.751
41031,0.018,0.062,0.012,0.25,0.657
17099,0.018,0.046,0.113,0.267,0.556
37149,0.018,0.115,0.105,0.263,0.499
28009,0.018,0.014,0.246,0.233,0.489
36029,0.018,0.014,0.04,0.161,0.766
08014,0.018,0.005,0.042,0.201,0.734
01129,0.018,0.077,0.102,0.307,0.495
21163,0.018,0.154,0.115,0.154,0.559
48017,0.018,0.106,0.06,0.217,0.598
26079,0.018,0.037,0.07,0.228,0.646
51550,0.018,0.025,0.095,0.182,0.68
17135,0.018,0.05,0.091,0.316,0.525
49043,0.018,0.1,0.054,0.177,0.651
24003,0.018,0.022,0.067,0.154,0.739
08101,0.018,0.044,0.074,0.28,0.584
33015,0.018,0.057,0.074,0.212,0.639
26091,0.018,0.027,0.083,0.26,0.612
47021,0.018,0.067,0.155,0.28,0.48
36055,0.018,0.012,0.056,0.129,0.785
42133,0.018,0.024,0.091,0.174,0.693
06069,0.018,0.004,0.063,0.175,0.739
06013,0.018,0.016,0.039,0.121,0.806
51059,0.018,0.016,0.054,0.163,0.748
48245,0.036,0.075,0.11,0.171,0.608
48507,0.036,0.075,0.115,0.138,0.635
28075,0.036,0.018,0.105,0.197,0.643
35011,0.036,0.069,0.085,0.098,0.712
48267,0.036,0.126,0.165,0.207,0.466
36101,0.036,0.031,0.057,0.201,0.674
02185,0.036,0.059,0.235,0.215,0.455
17177,0.036,0.059,0.041,0.222,0.644
45019,0.036,0.059,0.062,0.186,0.657
35001,0.036,0.014,0.057,0.135,0.758
37143,0.036,0.014,0.154,0.299,0.498
13089,0.036,0.028,0.075,0.156,0.704
26165,0.036,0.056,0.077,0.171,0.659
05023,0.036,0.065,0.093,0.259,0.546
37137,0.036,0.057,0.181,0.243,0.482
13135,0.036,0.054,0.081,0.19,0.639
26087,0.036,0.105,0.104,0.133,0.622
18143,0.036,0.073,0.168,0.263,0.46
19049,0.036,0.102,0.118,0.26,0.485
42011,0.036,0.012,0.06,0.174,0.719
21111,0.036,0.048,0.083,0.23,0.602
47093,0.036,0.032,0.144,0.209,0.579
21101,0.072,0.061,0.136,0.229,0.501
37079,0.072,0.061,0.127,0.24,0.501
28035,0.072,0.042,0.091,0.267,0.527
17049,0.072,0.072,0.214,0.232,0.41
27093,0.072,0.144,0.094,0.323,0.367
31137,0.072,0.126,0.103,0.336,0.363
39167,0.072,0.121,0.142,0.29,0.375
45065,0.072,0.115,0.106,0.202,0.505
27055,0.072,0.08,0.086,0.283,0.478
31085,0.072,0.151,0.161,0.273,0.343
13189,0.072,0.053,0.123,0.265,0.488
02070,0.072,0.025,0.027,0.391,0.484
22125,0.072,0.13,0.037,0.265,0.496
26023,0.072,0.091,0.205,0.234,0.399
28141,0.072,0.179,0.155,0.225,0.37
13255,0.072,0.038,0.179,0.202,0.509
27037,0.072,0.076,0.129,0.236,0.488
13207,0.072,0.035,0.184,0.253,0.455
39105,0.072,0.137,0.182,0.177,0.432
19195,0.072,0.271,0.175,0.231,0.251
54091,0.072,0.032,0.092,0.288,0.517
54029,0.072,0.128,0.151,0.19,0.459
19159,0.144,0.138,0.281,0.162,0.275
31005,0.144,0.135,0.117,0.248,0.356
46031,0.144,0.19,0.134,0.285,0.247
38097,0.144,0.115,0.205,0.233,0.303
05071,0.144,0.103,0.205,0.221,0.328
29063,0.144,0.133,0.159,0.241,0.323
13295,0.144,0.164,0.117,0.21,0.366
39007,0.144,0.008,0.099,0.257,0.492
18179,0.205,0.05,0.077,0.337,0.332
40053,0.205,0.136,0.145,0.255,0.257
46049,0.205,0.079,0.146,0.198,0.372
29067,0.285,0.149,0.07,0.167,0.328
46047,0.141,0.093,0.152,0.25,0.364
13287,0.141,0.042,0.094,0.175,0.547
28065,0.141,0.132,0.101,0.181,0.445
54085,0.141,0.059,0.183,0.262,0.356
18075,0.141,0.139,0.157,0.235,0.328
51077,0.141,0.065,0.07,0.196,0.527
30023,0.141,0.173,0.064,0.133,0.489
31017,0.141,0.082,0.167,0.275,0.335
54021,0.141,0.076,0.144,0.236,0.403
27015,0.101,0.061,0.251,0.265,0.322
39059,0.101,0.162,0.137,0.181,0.419
39033,0.101,0.107,0.126,0.184,0.482
21003,0.101,0.072,0.097,0.211,0.519
31065,0.101,0.135,0.129,0.319,0.315
30079,0.101,0.27,0.171,0.283,0.176
29075,0.101,0.166,0.182,0.299,0.251
12047,0.101,0.071,0.235,0.227,0.365
20115,0.101,0.068,0.209,0.279,0.343
02050,0.101,0.022,0.014,0.45,0.413
01031,0.101,0.152,0.094,0.186,0.466
55069,0.101,0.105,0.132,0.204,0.459
16065,0.101,0.207,0.196,0.25,0.245
55109,0.101,0.102,0.085,0.342,0.37
48341,0.101,0.064,0.123,0.27,0.441
55023,0.202,0.033,0.11,0.158,0.497
31069,0.202,0.124,0.119,0.268,0.288
38093,0.202,0.053,0.076,0.314,0.354
16037,0.069,0.029,0.199,0.244,0.458
39161,0.069,0.084,0.223,0.412,0.212
48263,0.069,0.168,0.172,0.167,0.424
22099,0.069,0.11,0.096,0.178,0.548
20007,0.069,0.147,0.118,0.329,0.336
36049,0.069,0.036,0.02,0.11,0.765
48231,0.069,0.072,0.082,0.285,0.492
47009,0.069,0.089,0.097,0.183,0.562
13321,0.069,0.056,0.083,0.187,0.605
39061,0.069,0.056,0.102,0.224,0.549
55009,0.069,0.053,0.184,0.208,0.486
23017,0.069,0.065,0.064,0.213,0.589
45007,0.069,0.065,0.138,0.26,0.468
54049,0.069,0.06,0.111,0.281,0.479
40103,0.069,0.085,0.1,0.253,0.493
46041,0.069,0.057,0.141,0.237,0.497
31135,0.069,0.164,0.142,0.233,0.393
28067,0.069,0.079,0.118,0.169,0.565
48173,0.069,0.054,0.058,0.234,0.586
17051,0.069,0.076,0.156,0.229,0.47
21043,0.069,0.102,0.122,0.324,0.383
01113,0.069,0.067,0.08,0.213,0.57
19123,0.069,0.067,0.294,0.283,0.287
28003,0.069,0.131,0.15,0.222,0.428
18005,0.138,0.084,0.085,0.286,0.406
28151,0.138,0.084,0.164,0.114,0.5
30101,0.138,0.165,0.178,0.135,0.384
56009,0.138,0.113,0.121,0.293,0.335
19005,0.138,0.049,0.132,0.212,0.469
31129,0.138,0.132,0.064,0.349,0.318
55005,0.138,0.163,0.07,0.259,0.37
19185,0.138,0.148,0.252,0.12,0.342
39083,0.138,0.1,0.065,0.17,0.526
29013,0.138,0.068,0.112,0.237,0.444
17065,0.138,0.179,0.1,0.21,0.373
12133,0.138,0.085,0.062,0.158,0.557
17149,0.138,0.079,0.218,0.205,0.36
29097,0.138,0.152,0.147,0.176,0.388
39127,0.138,0.149,0.214,0.19,0.309
48467,0.138,0.143,0.151,0.161,0.407
20175,0.138,0.14,0.092,0.226,0.403
01057,0.138,0.048,0.151,0.233,0.429
47087,0.138,0.128,0.249,0.093,0.392
19059,0.276,0.027,0.091,0.173,0.433
19147,0.199,0.116,0.088,0.179,0.419
31075,0.199,0.116,0.102,0.27,0.313
31175,0.135,0.09,0.118,0.278,0.38
19057,0.135,0.081,0.109,0.122,0.553
19109,0.135,0.318,0.101,0.173,0.272
13309,0.135,0.078,0.162,0.23,0.395
26059,0.135,0.075,0.119,0.247,0.424
45075,0.135,0.056,0.111,0.169,0.529
20155,0.135,0.077,0.143,0.191,0.454
40081,0.135,0.103,0.204,0.222,0.337
27047,0.135,0.085,0.206,0.283,0.291
18131,0.135,0.219,0.171,0.253,0.223
01019,0.135,0.027,0.161,0.158,0.52
20071,0.135,0.131,0.181,0.229,0.323
30041,0.27,0.106,0.159,0.192,0.273
18027,0.049,0.061,0.13,0.214,0.546
13085,0.049,0.09,0.128,0.162,0.571
13169,0.049,0.087,0.226,0.209,0.43
12031,0.049,0.042,0.086,0.194,0.629
08079,0.049,0.072,0.138,0.264,0.478
24009,0.049,0.049,0.071,0.11,0.72
13219,0.049,0.063,0.095,0.181,0.611
48153,0.049,0.063,0.043,0.216,0.629
22005,0.049,0.092,0.142,0.148,0.569
01073,0.049,0.037,0.107,0.179,0.628
48059,0.049,0.06,0.119,0.205,0.567
01025,0.049,0.088,0.164,0.268,0.43
47171,0.049,0.041,0.108,0.306,0.497
45045,0.049,0.079,0.153,0.206,0.513
13057,0.049,0.054,0.1,0.213,0.584
01023,0.049,0.038,0.126,0.219,0.568
35037,0.049,0.152,0.07,0.159,0.571
47101,0.098,0.084,0.198,0.236,0.385
29143,0.098,0.112,0.149,0.18,0.461
22085,0.098,0.08,0.113,0.145,0.564
39029,0.098,0.08,0.115,0.156,0.551
56041,0.098,0.278,0.154,0.207,0.264
54083,0.098,0.05,0.14,0.265,0.447
54015,0.098,0.097,0.162,0.152,0.491
31147,0.098,0.185,0.166,0.252,0.298
13155,0.098,0.091,0.126,0.224,0.46
42117,0.098,0.044,0.111,0.183,0.565
29227,0.098,0.17,0.218,0.272,0.241
29125,0.098,0.158,0.121,0.198,0.424
05057,0.098,0.073,0.096,0.179,0.554
05105,0.098,0.051,0.08,0.367,0.404
19011,0.098,0.067,0.13,0.2,0.504
13075,0.098,0.134,0.123,0.203,0.441
30015,0.196,0.135,0.171,0.152,0.346
27155,0.196,0.139,0.16,0.11,0.395
46091,0.196,0.146,0.183,0.161,0.313
22003,0.196,0.07,0.118,0.2,0.416
48479,0.033,0,0.064,0.136,0.767
02198,0.033,0.125,0.161,0.3,0.38
48369,0.033,0.081,0.089,0.277,0.521
04021,0.033,0.055,0.096,0.148,0.667
13029,0.033,0.039,0.095,0.238,0.595
48399,0.033,0.039,0.104,0.228,0.596
08011,0.033,0.036,0.172,0.191,0.567
29107,0.033,0.098,0.052,0.247,0.571
51149,0.033,0.033,0.127,0.189,0.619
51137,0.033,0.132,0.038,0.153,0.643
51683,0.033,0.023,0.027,0.175,0.742
26037,0.033,0.056,0.046,0.263,0.603
53041,0.033,0.112,0.128,0.111,0.616
05093,0.033,0.109,0.134,0.284,0.44
01091,0.033,0.151,0.118,0.186,0.512
21179,0.033,0.106,0.068,0.244,0.548
13095,0.033,0.037,0.045,0.159,0.726
29047,0.033,0.037,0.076,0.199,0.655
48167,0.033,0.037,0.105,0.207,0.617
36085,0.033,0.015,0.046,0.178,0.728
05141,0.033,0.06,0.096,0.272,0.539
06027,0.033,0.011,0.008,0.058,0.889
53063,0.033,0.057,0.08,0.151,0.679
48397,0.033,0.041,0.101,0.18,0.645
18159,0.033,0.082,0.089,0.444,0.352
55061,0.033,0.035,0.112,0.208,0.612
54057,0.033,0.016,0.042,0.234,0.674
28061,0.066,0.09,0.144,0.167,0.533
51071,0.066,0.09,0.14,0.137,0.567
48189,0.066,0.058,0.028,0.239,0.609
21035,0.066,0.084,0.248,0.17,0.432
17077,0.066,0.078,0.151,0.209,0.496
37151,0.066,0.078,0.105,0.138,0.613
48023,0.066,0.075,0.134,0.104,0.62
22105,0.066,0.072,0.103,0.193,0.566
48077,0.066,0.049,0.105,0.087,0.693
31021,0.066,0.063,0.09,0.321,0.46
49057,0.066,0.089,0.072,0.287,0.486
45077,0.066,0.059,0.146,0.236,0.493
22101,0.066,0.02,0.179,0.28,0.454
22083,0.066,0.08,0.126,0.194,0.534
39139,0.066,0.08,0.213,0.221,0.419
19171,0.066,0.053,0.209,0.181,0.491
21221,0.066,0.053,0.131,0.152,0.597
29049,0.066,0.103,0.106,0.209,0.517
01067,0.066,0.068,0.17,0.258,0.438
28125,0.066,0.068,0.148,0.128,0.59
21031,0.066,0.097,0.133,0.17,0.535
40043,0.066,0.185,0.286,0.219,0.244
05125,0.066,0.044,0.154,0.212,0.524
13277,0.066,0.088,0.122,0.227,0.496
05045,0.066,0.027,0.077,0.403,0.426
39023,0.066,0.027,0.19,0.247,0.471
37105,0.066,0.102,0.081,0.115,0.636
26115,0.066,0.035,0.054,0.183,0.663
42107,0.066,0.002,0.048,0.173,0.711
30031,0.132,0.093,0.115,0.213,0.448
13105,0.132,0.177,0.081,0.107,0.503
54033,0.132,0.021,0.071,0.319,0.457
46105,0.132,0.081,0.185,0.243,0.36
40045,0.132,0.22,0.135,0.207,0.306
18129,0.132,0.056,0.115,0.226,0.472
06093,0.132,0.074,0.082,0.167,0.546
17169,0.132,0.1,0.152,0.198,0.417
46033,0.132,0.088,0.156,0.229,0.396
31115,0.193,0.084,0.129,0.276,0.318
38043,0.193,0.206,0.074,0.301,0.226
38075,0.193,0.13,0.141,0.262,0.274
13213,0.193,0.03,0.182,0.177,0.417
30075,0.193,0.24,0.106,0.188,0.273
31123,0.261,0.119,0.124,0.273,0.223
30111,0.129,0.177,0.167,0.262,0.265
29087,0.129,0.223,0.156,0.232,0.26
45053,0.129,0.055,0.056,0.201,0.559
13017,0.129,0.078,0.109,0.202,0.483
46071,0.129,0.052,0.136,0.281,0.401
21129,0.129,0.069,0.129,0.273,0.399
46067,0.129,0.163,0.199,0.188,0.321
05009,0.129,0.145,0.122,0.189,0.416
29133,0.129,0.097,0.141,0.221,0.413
01093,0.129,0.064,0.246,0.207,0.353
39125,0.095,0.061,0.24,0.314,0.29
17199,0.095,0.122,0.136,0.183,0.464
27125,0.095,0.241,0.194,0.184,0.286
27133,0.095,0.22,0.11,0.247,0.328
17035,0.095,0.075,0.194,0.212,0.424
27137,0.095,0.052,0.098,0.297,0.457
37075,0.095,0.072,0.096,0.236,0.502
55107,0.095,0.135,0.106,0.168,0.496
06089,0.095,0.056,0.071,0.232,0.547
56039,0.095,0.157,0.16,0.247,0.34
18035,0.095,0.109,0.124,0.197,0.475
18161,0.095,0.053,0.106,0.178,0.569
01047,0.095,0.1,0.159,0.122,0.524
40133,0.095,0.034,0.225,0.169,0.478
16011,0.095,0.197,0.175,0.229,0.304
13301,0.095,0.065,0.14,0.226,0.474
48171,0.095,0.091,0.107,0.114,0.592
18079,0.095,0.105,0.172,0.308,0.319
04009,0.095,0.067,0.237,0.049,0.553
17193,0.19,0.144,0.095,0.239,0.332
38053,0.19,0.182,0.142,0.253,0.232
28045,0.063,0.09,0.089,0.254,0.503
29113,0.063,0.119,0.236,0.282,0.299
48257,0.063,0.058,0.041,0.155,0.682
51011,0.063,0.018,0.105,0.204,0.61
05043,0.063,0.049,0.207,0.159,0.523
48117,0.063,0.063,0.095,0.284,0.494
48227,0.063,0.063,0.061,0.218,0.596
48381,0.063,0.063,0.109,0.274,0.491
26025,0.063,0.121,0.078,0.178,0.559
13013,0.063,0.086,0.092,0.19,0.568
55111,0.063,0.163,0.113,0.193,0.468
13131,0.063,0.139,0.116,0.264,0.417
13137,0.063,0.1,0.116,0.292,0.43
55093,0.063,0.094,0.144,0.25,0.449
48273,0.063,0.015,0.075,0.121,0.726
20059,0.063,0.06,0.159,0.354,0.364
51117,0.063,0.022,0.128,0.14,0.648
40101,0.063,0.088,0.262,0.198,0.388
27103,0.063,0.085,0.164,0.296,0.392
51089,0.063,0.085,0.132,0.154,0.566
47081,0.063,0.057,0.082,0.217,0.581
21087,0.063,0.076,0.127,0.247,0.488
51690,0.063,0.076,0.134,0.163,0.564
48275,0.063,0.105,0.184,0.145,0.502
13215,0.063,0.073,0.083,0.225,0.555
19067,0.063,0.271,0.148,0.25,0.268
06063,0.063,0.067,0.053,0.146,0.671
29115,0.126,0.156,0.118,0.274,0.326
30087,0.126,0.214,0.143,0.248,0.269
20083,0.126,0.075,0.163,0.225,0.412
13269,0.126,0.069,0.182,0.201,0.422
47103,0.126,0.187,0.106,0.214,0.367
20169,0.126,0.133,0.175,0.209,0.357
29181,0.126,0.254,0.161,0.15,0.308
13149,0.126,0.094,0.166,0.144,0.471
30095,0.126,0.173,0.16,0.255,0.286
39157,0.126,0.204,0.116,0.215,0.339
47057,0.126,0.134,0.129,0.221,0.39
46111,0.252,0.095,0.222,0.155,0.276
47147,0.187,0.069,0.081,0.159,0.504
27001,0.187,0.115,0.075,0.247,0.375
38033,0.187,0.206,0.149,0.256,0.203
54017,0.187,0.011,0.075,0.307,0.42
31105,0.187,0.173,0.161,0.228,0.25
21121,0.187,0.073,0.103,0.165,0.471
01039,0.187,0.128,0.129,0.201,0.356
53023,0.031,0.029,0.085,0.292,0.563
48053,0.031,0.039,0.055,0.194,0.682
50013,0.031,0.039,0.088,0.113,0.729
41039,0.031,0.036,0.077,0.137,0.719
48219,0.031,0.072,0.06,0.237,0.6
48303,0.031,0.072,0.056,0.232,0.61
37085,0.031,0.069,0.06,0.129,0.711
51051,0.031,0.129,0.129,0.182,0.528
08041,0.031,0.089,0.081,0.196,0.603
23015,0.031,0.014,0.065,0.204,0.688
01011,0.031,0.04,0.144,0.286,0.5
18141,0.031,0.04,0.102,0.228,0.598
28079,0.031,0.04,0.139,0.158,0.633
48035,0.031,0.154,0.102,0.248,0.465
48307,0.031,0.053,0.09,0.34,0.486
50021,0.031,0.037,0.088,0.205,0.639
28121,0.031,0.103,0.127,0.179,0.561
48107,0.031,0.071,0.058,0.227,0.613
55131,0.031,0.142,0.22,0.298,0.309
24043,0.031,0.047,0.085,0.194,0.642
17201,0.031,0.03,0.089,0.193,0.657
26111,0.031,0.03,0.098,0.214,0.626
01107,0.031,0.06,0.169,0.157,0.584
04025,0.031,0.073,0.081,0.176,0.639
22103,0.031,0.073,0.074,0.211,0.611
26145,0.031,0.073,0.082,0.197,0.616
48339,0.031,0.073,0.061,0.145,0.69
21067,0.031,0.051,0.066,0.202,0.65
50007,0.031,0.07,0.065,0.115,0.718
42041,0.031,0.032,0.183,0.192,0.562
04012,0.031,0.064,0.162,0.173,0.57
18095,0.062,0.084,0.15,0.145,0.559
02068,0.062,0.081,0.067,0.225,0.565
20097,0.062,0.107,0.128,0.233,0.469
51185,0.062,0.104,0.264,0.16,0.41
42109,0.062,0.036,0.104,0.226,0.572
28051,0.062,0.072,0.095,0.099,0.672
05055,0.062,0.141,0.154,0.346,0.297
48503,0.062,0.063,0.086,0.144,0.645
37155,0.062,0.031,0.116,0.165,0.626
13133,0.062,0.046,0.057,0.176,0.658
37045,0.062,0.121,0.094,0.151,0.573
17025,0.062,0.115,0.145,0.306,0.372
22055,0.062,0.083,0.105,0.217,0.533
49017,0.062,0.056,0.232,0.264,0.386
21005,0.062,0.01,0.044,0.483,0.401
37189,0.062,0.01,0.072,0.363,0.493
29139,0.062,0.077,0.161,0.307,0.392
01089,0.062,0.05,0.123,0.177,0.589
31099,0.062,0.127,0.094,0.318,0.399
36003,0.062,0.015,0.028,0.124,0.771
26065,0.062,0.03,0.076,0.237,0.595
13107,0.062,0.044,0.142,0.252,0.5
39165,0.062,0.044,0.085,0.162,0.647
05117,0.062,0.17,0.103,0.273,0.391
42081,0.062,0.057,0.06,0.207,0.614
45055,0.062,0.019,0.114,0.189,0.616
55033,0.062,0.076,0.179,0.266,0.417
23021,0.062,0.146,0.123,0.189,0.479
17203,0.062,0.067,0.112,0.242,0.517
53007,0.062,0.048,0.029,0.297,0.564
31103,0.124,0.09,0.183,0.273,0.331
13161,0.124,0.138,0.165,0.183,0.39
46081,0.124,0.089,0.154,0.205,0.428
29061,0.124,0.166,0.172,0.247,0.291
17087,0.124,0.05,0.189,0.141,0.496
19053,0.248,0.132,0.258,0.068,0.294
31161,0.248,0.083,0.094,0.333,0.242
38079,0.248,0.154,0.135,0.235,0.228
17183,0.023,0.119,0.088,0.266,0.504
06059,0.023,0.021,0.046,0.156,0.754
17031,0.023,0.021,0.072,0.162,0.722
51171,0.023,0.039,0.136,0.288,0.514
34027,0.023,0.018,0.049,0.191,0.72
27109,0.023,0.101,0.057,0.333,0.485
12057,0.023,0.031,0.069,0.155,0.722
09009,0.023,0.014,0.053,0.115,0.795
25009,0.023,0.01,0.047,0.131,0.788
34005,0.023,0.02,0.043,0.134,0.779
42055,0.023,0.04,0.082,0.248,0.607
05003,0.023,0.103,0.163,0.117,0.595
55105,0.023,0.139,0.096,0.277,0.464
04013,0.023,0.025,0.059,0.158,0.734
21181,0.023,0.025,0.09,0.271,0.591
48439,0.023,0.034,0.077,0.144,0.722
23027,0.023,0.06,0.15,0.182,0.585
25017,0.023,0.011,0.041,0.127,0.798
51003,0.023,0.022,0.054,0.093,0.81
51157,0.023,0.019,0.077,0.164,0.717
51540,0.023,0.019,0.05,0.075,0.833
21027,0.023,0.146,0.177,0.138,0.517
41069,0.023,0.07,0.049,0.232,0.626
06053,0.023,0.006,0.066,0.141,0.763
42101,0.023,0.012,0.051,0.12,0.794
04019,0.023,0.024,0.073,0.121,0.759
36071,0.023,0.008,0.042,0.18,0.746
12027,0.023,0.064,0.056,0.142,0.715
32510,0.023,0.064,0.054,0.274,0.585
12045,0.046,0.125,0.12,0.249,0.46
40073,0.046,0.093,0.05,0.192,0.619
17107,0.046,0.045,0.23,0.128,0.551
12083,0.046,0.087,0.121,0.203,0.543
42115,0.046,0.029,0.038,0.065,0.822
12051,0.046,0.042,0.112,0.15,0.65
48487,0.046,0.081,0.171,0.168,0.535
19131,0.046,0.282,0.149,0.26,0.263
40027,0.046,0.101,0.079,0.25,0.524
54061,0.046,0.077,0.139,0.221,0.517
37193,0.046,0.071,0.164,0.208,0.511
26071,0.046,0.068,0.126,0.227,0.533
21155,0.046,0.082,0.074,0.144,0.654
26105,0.046,0.054,0.199,0.14,0.561
08123,0.046,0.038,0.135,0.231,0.55
26027,0.046,0.076,0.123,0.274,0.48
48499,0.046,0.073,0.071,0.283,0.526
39099,0.046,0.099,0.099,0.231,0.525
26163,0.046,0.032,0.075,0.156,0.69
45039,0.046,0.032,0.046,0.31,0.566
13147,0.092,0.061,0.14,0.207,0.5
55047,0.092,0.122,0.184,0.117,0.486
47079,0.092,0.09,0.264,0.207,0.347
54011,0.092,0.09,0.154,0.186,0.476
55045,0.092,0.084,0.119,0.269,0.436
13027,0.092,0.165,0.124,0.235,0.385
21211,0.092,0.107,0.054,0.261,0.487
21089,0.092,0.101,0.236,0.228,0.342
22115,0.092,0.066,0.145,0.244,0.453
54001,0.092,0.031,0.071,0.287,0.519
27027,0.092,0.121,0.138,0.23,0.419
01071,0.092,0.089,0.11,0.249,0.46
20207,0.092,0.175,0.171,0.247,0.314
51083,0.092,0.028,0.072,0.165,0.643
21021,0.092,0.037,0.112,0.161,0.598
19045,0.092,0.13,0.079,0.269,0.43
12131,0.092,0.06,0.092,0.244,0.512
18093,0.092,0.117,0.109,0.191,0.491
49029,0.092,0.155,0.053,0.37,0.33
40087,0.092,0.099,0.068,0.197,0.545
27031,0.184,0.02,0.038,0.257,0.5
51580,0.184,0.017,0.133,0.188,0.478
13143,0.184,0.123,0.165,0.184,0.345
27073,0.184,0.096,0.248,0.179,0.293
31179,0.245,0.12,0.155,0.141,0.34
38065,0.181,0.217,0.102,0.28,0.221
29221,0.181,0.092,0.118,0.191,0.418
39141,0.181,0.103,0.101,0.168,0.447
29021,0.121,0.183,0.175,0.219,0.302
30081,0.121,0.177,0.114,0.195,0.393
21189,0.121,0.058,0.157,0.282,0.382
31117,0.121,0.147,0.115,0.257,0.361
47151,0.121,0.144,0.154,0.219,0.362
47011,0.121,0.098,0.126,0.282,0.373
47085,0.121,0.095,0.156,0.267,0.36
19157,0.121,0.145,0.187,0.164,0.383
05131,0.121,0.142,0.157,0.208,0.372
48165,0.121,0.034,0.033,0.176,0.636
49047,0.121,0.269,0.046,0.389,0.175
21055,0.121,0.117,0.29,0.153,0.319
55039,0.121,0.155,0.158,0.244,0.322
39145,0.121,0.096,0.242,0.156,0.387
48005,0.121,0.064,0.079,0.2,0.536
38071,0.242,0.25,0.138,0.175,0.195
18155,0.089,0.125,0.209,0.234,0.344
19047,0.089,0.045,0.141,0.064,0.66
01045,0.089,0.113,0.118,0.22,0.46
48289,0.089,0.078,0.111,0.192,0.531
47139,0.089,0.069,0.15,0.24,0.452
13023,0.089,0.031,0.117,0.256,0.508
47181,0.089,0.215,0.136,0.147,0.414
40063,0.089,0.037,0.146,0.213,0.514
13045,0.089,0.133,0.154,0.168,0.457
39087,0.089,0.097,0.185,0.23,0.399
39093,0.089,0.097,0.099,0.207,0.508
22023,0.089,0.127,0.079,0.201,0.505
31083,0.089,0.158,0.102,0.302,0.348
27131,0.089,0.038,0.117,0.301,0.454
20013,0.089,0.149,0.183,0.197,0.382
29127,0.178,0.093,0.212,0.185,0.332
40117,0.178,0.085,0.159,0.213,0.365
27115,0.178,0.143,0.074,0.242,0.364
48087,0.239,0.142,0.176,0.16,0.284
46003,0.239,0.073,0.236,0.15,0.302
47039,0.175,0.171,0.168,0.168,0.318
39159,0.175,0.018,0.099,0.245,0.463
13285,0.175,0.031,0.119,0.178,0.497
55071,0.175,0.089,0.259,0.133,0.345
18031,0.175,0.083,0.101,0.204,0.437
47045,0.175,0.17,0.12,0.204,0.331
16053,0.175,0.219,0.096,0.167,0.343
13237,0.059,0.093,0.118,0.214,0.516
55099,0.059,0.081,0.079,0.15,0.631
47013,0.059,0.075,0.204,0.109,0.554
18015,0.059,0.104,0.17,0.22,0.447
51147,0.059,0.009,0.138,0.154,0.64
55017,0.059,0.098,0.184,0.246,0.414
05059,0.059,0.086,0.079,0.216,0.56
13003,0.059,0.1,0.179,0.217,0.445
05035,0.059,0.017,0.11,0.306,0.508
48387,0.059,0.136,0.098,0.254,0.452
39117,0.059,0.094,0.075,0.31,0.462
13231,0.059,0.06,0.147,0.192,0.542
17021,0.059,0.057,0.091,0.19,0.603
51091,0.059,0.041,0.103,0.197,0.599
18087,0.059,0.082,0.171,0.236,0.452
48265,0.059,0.149,0.167,0.154,0.472
26109,0.059,0.073,0.068,0.253,0.547
21033,0.059,0.067,0.26,0.177,0.438
05147,0.059,0.048,0.208,0.231,0.454
32033,0.059,0.016,0.208,0.421,0.296
40147,0.118,0.183,0.162,0.192,0.345
30053,0.118,0.174,0.118,0.188,0.402
16001,0.118,0.078,0.084,0.194,0.526
48097,0.118,0.026,0.056,0.207,0.594
30077,0.118,0.144,0.069,0.14,0.53
30025,0.118,0.199,0.146,0.296,0.24
17189,0.118,0.046,0.053,0.327,0.456
29121,0.118,0.127,0.158,0.258,0.338
19085,0.118,0.044,0.094,0.178,0.565
47073,0.118,0.146,0.132,0.196,0.407
18167,0.118,0.064,0.102,0.25,0.466
08113,0.043,0.058,0.074,0.26,0.565
21085,0.043,0.042,0.134,0.154,0.627
36005,0.043,0.013,0.066,0.136,0.742
51085,0.043,0.052,0.087,0.25,0.568
48213,0.043,0.072,0.127,0.197,0.56
35017,0.043,0.031,0.15,0.205,0.572
06095,0.043,0.046,0.035,0.148,0.728
26015,0.043,0.121,0.121,0.211,0.504
41059,0.043,0.01,0.081,0.155,0.71
08067,0.043,0.02,0.122,0.274,0.541
